rho_target,rho_measured,heat_proxy,heat_proxy_std,tau_mean_abs,tau_var,motion_rms_rad,motion_rms_std
0.0,1.8888905206265292e-15,0.948170570900937,0.0,0.8093105537859218,0.948170570900937,0.1419004899092006,0.0
0.02,0.01970538639899794,1.7150999879083837,0.012041439422506888,1.033834477075613,1.7150993946879332,0.14211136850851686,1.9585262623090206e-06
0.05,0.049274579284101935,2.9259954901416227,0.03251529531264776,1.3448051818517546,2.9259939602573017,0.14244294455503304,6.111495012805798e-06
0.1,0.09858943101069774,5.123529113001713,0.07027706473719321,1.7815843194275172,5.123525883245927,0.143042442772994,1.4601560880490083e-05
0.2,0.1973640932934174,10.342645130974068,0.16087008244113346,2.533848750242016,10.342637864023544,0.1444558490746362,3.5766481595813924e-05
0.4,0.3956614729064287,25.999932878581735,0.43472676611486627,4.019631760044675,25.99991350004701,0.1486144637881652,9.96042703272674e-05
0.6,0.5952759274697771,57.314434513953906,0.9849829093625437,5.967471879421953,57.31439091225077,0.1565995622331478,0.0002206565209820661
0.8,0.796592286367824,151.2577917003842,2.6408353874134245,9.692802746691509,151.25767542917586,0.17842113948651422,0.0005310384043336998
