variant,delta_rms_rad,tau_step_rms_Nm,tau_step_p95_Nm,tau_step_max_Nm,centroid_Hz,rho_above_bw,rho_above_5Hz,motion_efficiency
baseline,0.06676434273463572,2.3367519957122505,4.939738288521764,11.524182111024857,3.292280888421824,0.01761225630641428,0.05086844619049466,1.0085496570507253
no_action_rate,0.07234441016283416,2.532054355699196,5.277932073920958,13.988131247460842,3.4338984809835997,0.02265579399345202,0.11857486734441687,1.0048428645183536
no_feet_air_time,0.06957420489099879,2.4350971711849576,5.173628932796419,12.776541877537966,3.1617266915033064,0.01605274447449306,0.048802683443554706,1.0089262741582385
no_gait_terms,0.07473263433227545,2.615642201629641,5.346310208085923,13.850017115473747,4.9828167145409985,0.051320839004141756,0.14631344892017048,0.9887807425955478
no_orientation,0.06794266151702684,2.3779931530959395,5.093176823109381,13.506191708147526,3.424762667078967,0.017860055404815885,0.08138180287678033,1.0104171314535195
no_torques_energy,0.12667222418885135,4.433527846609797,8.58824003674089,27.371739000082016,5.444860110433038,0.04879898821311582,0.36345341886236177,0.986596442918599
task_only,0.1586097201880294,5.55134020658103,12.896102077327662,25.74243873357773,10.440067579709236,0.21784120083358327,0.8975588657055737,0.8365819425889006
