eval/avg_episode_length,eval/episode_reward,eval/episode_reward/action_rate,eval/episode_reward/action_rate_std,eval/episode_reward/ang_vel_xy,eval/episode_reward/ang_vel_xy_std,eval/episode_reward/dof_pos_limits,eval/episode_reward/dof_pos_limits_std,eval/episode_reward/energy,eval/episode_reward/energy_std,eval/episode_reward/feet_air_time,eval/episode_reward/feet_air_time_std,eval/episode_reward/feet_clearance,eval/episode_reward/feet_clearance_std,eval/episode_reward/feet_height,eval/episode_reward/feet_height_std,eval/episode_reward/feet_slip,eval/episode_reward/feet_slip_std,eval/episode_reward/lin_vel_z,eval/episode_reward/lin_vel_z_std,eval/episode_reward/orientation,eval/episode_reward/orientation_std,eval/episode_reward/pose,eval/episode_reward/pose_std,eval/episode_reward/stand_still,eval/episode_reward/stand_still_std,eval/episode_reward/termination,eval/episode_reward/termination_std,eval/episode_reward/torques,eval/episode_reward/torques_std,eval/episode_reward/tracking_ang_vel,eval/episode_reward/tracking_ang_vel_std,eval/episode_reward/tracking_lin_vel,eval/episode_reward/tracking_lin_vel_std,eval/episode_reward_std,eval/episode_swing_peak,eval/episode_swing_peak_std,eval/epoch_eval_time,eval/sps,eval/std_episode_length,eval/walltime,step,training/entropy_loss,training/kl_mean,training/learning_rate,training/policy_dist_mean_std,training/policy_loss,training/sps,training/total_loss,training/v_loss,training/walltime,wall_s
30.8125,0.000583563931286335,-3.009976863861084,1.629225254058838,-62.22190475463867,24.89191246032715,-0.14374279975891113,0.1987321972846985,-34.04725646972656,17.65224266052246,7.812344119884074e-05,0.01264763344079256,-21.09406089782715,10.500418663024902,-0.22154831886291504,0.20736320316791534,-1.5208107233047485,1.3762669563293457,-6.976971626281738,4.029854774475098,-45.438236236572266,13.177775382995605,6.967042922973633,3.4233028888702393,0.0,0.0,-1.0,0.0,-0.8987870216369629,0.47929927706718445,3.2275664806365967,1.9188733100891113,3.2436227798461914,5.517674446105957,0.0017878300277516246,3.2690813541412354,2.0514276027679443,40.95139837265015,3125.6563899289517,15.90339469909668,40.95139837265015,0,,,,,,,,,,104.2
992.8203125,12.07297134399414,-12.017709732055664,3.811131477355957,-83.44656372070312,35.881317138671875,0.0,0.0,-64.52094268798828,27.738697052001953,-0.3846563696861267,0.16391681134700775,-231.47735595703125,55.57365417480469,-8.239713668823242,3.8323287963867188,-5.011432647705078,3.7129616737365723,-6.6612229347229,3.2532143592834473,-19.573768615722656,9.625336647033691,443.7960510253906,38.78158950805664,-18.812232971191406,78.22465515136719,-0.0078125,0.08804240077733994,-12.504582405090332,1.666873812675476,309.7732238769531,88.8128890991211,269.52471923828125,248.2615509033203,6.253805637359619,40.05078887939453,9.5918550491333,42.24363732337952,3030.042110724189,80.91097259521484,83.19503569602966,8192000,0.019144278019666672,0.033394645899534225,0.00029999998514540493,0.26498711109161377,-0.010587843134999275,4685693.833397224,0.008919956162571907,0.00036352078313939273,53.27159857749939,232.0
1000.0,18.032835006713867,-4.786591529846191,1.2860695123672485,-22.149059295654297,9.82026195526123,0.0,0.0,-27.047283172607422,13.943770408630371,-0.17073437571525574,0.12021570652723312,-152.81935119628906,46.590423583984375,-3.9259891510009766,2.7988083362579346,-1.7297632694244385,1.7242892980575562,-2.4855306148529053,1.229174256324768,-9.560731887817383,5.384495735168457,471.14593505859375,7.564370155334473,-16.865358352661133,84.99424743652344,0.0,0.0,-9.943388938903809,1.0638750791549683,441.44873046875,20.977252960205078,238.28392028808594,214.31797790527344,4.422652721405029,39.83205795288086,10.838540077209473,2.934556484222412,43618.17558741486,0.0,86.12959218025208,16384000,0.08955534547567368,0.04360385239124298,0.00029999998514540493,0.14781291782855988,-0.003953799605369568,4743557.853968266,0.08584091812372208,0.0002393812610534951,70.56434679031372,252.3
1000.0,19.883642196655273,-4.096548080444336,0.9287946820259094,-16.52810287475586,6.017217636108398,0.0,0.0,-22.008682250976562,10.720686912536621,-0.12760935723781586,0.0883713960647583,-145.42965698242188,43.14438247680664,-3.187929153442383,2.200002908706665,-1.3789048194885254,1.1641892194747925,-1.9152185916900635,0.8577882051467896,-8.012149810791016,5.360846042633057,470.5906982421875,6.7632880210876465,-20.815555572509766,90.20231628417969,0.0,0.0,-9.6134614944458,0.883098304271698,456.394775390625,10.847197532653809,299.86737060546875,253.56105041503906,5.250456809997559,35.754119873046875,8.747173309326172,3.1906986236572266,40116.60614103518,0.0,89.3202908039093,24576000,0.10194581001996994,0.047588806599378586,0.00029999998514540493,0.134225532412529,-0.005017588846385479,4648052.54016788,0.09716259688138962,0.0002343671367270872,88.35393166542053,273.5
985.3828125,19.3419246673584,-3.992225170135498,0.9618019461631775,-16.895845413208008,6.422422885894775,0.0,0.0,-22.340539932250977,10.843600273132324,-0.11131249368190765,0.08445947617292404,-144.2476348876953,46.106468200683594,-2.9326717853546143,2.04206919670105,-1.3966238498687744,1.3685240745544434,-2.1083714962005615,0.9873156547546387,-9.30921745300293,8.923394203186035,463.3586730957031,53.12317657470703,-19.124019622802734,78.91464233398438,-0.0234375,0.15128840506076813,-9.432230949401855,1.338878870010376,454.0900573730469,52.55780792236328,279.23260498046875,250.25985717773438,5.324373722076416,35.8474006652832,10.19363784790039,2.9323270320892334,43651.33854418761,110.46578979492188,92.25261783599854,32768000,0.10718045383691788,0.05078209191560745,0.00029999998514540493,0.129843071103096,-0.007161713670939207,4785403.567882567,0.1002601608633995,0.00024140845926012844,105.62151765823364,293.8
993.8046875,19.493370056152344,-4.218835830688477,0.9890022873878479,-16.66745376586914,7.824891090393066,0.0,0.0,-23.105005264282227,11.869832038879395,-0.12170310318470001,0.0773567408323288,-149.21591186523438,41.798763275146484,-3.199920892715454,1.9298988580703735,-1.3626229763031006,1.3841389417648315,-2.0285701751708984,1.192270040512085,-9.988615036010742,11.315831184387207,466.90130615234375,25.35580062866211,-17.56783676147461,86.51581573486328,-0.015625,0.12401959300041199,-9.68777084350586,0.9827166795730591,458.0908508300781,25.714040756225586,284.0039367675781,253.68772888183594,4.738022804260254,36.578651428222656,8.523974418640137,3.0126140117645264,42488.01854474174,49.64342498779297,95.26523184776306,40960000,0.10653127729892731,0.050103168934583664,0.00029999998514540493,0.1303430050611496,-0.00886712595820427,4756934.623493234,0.09791165590286255,0.0002475116343703121,123.33446741104126,314.7
989.3984375,20.022563934326172,-4.706130027770996,1.3207999467849731,-22.243289947509766,11.354521751403809,0.0,0.0,-35.399208068847656,20.507843017578125,-0.10462498664855957,0.09764818102121353,-182.88650512695312,58.2549934387207,-3.8144426345825195,1.964079737663269,-2.3893775939941406,1.7534228563308716,-2.7184457778930664,1.4611157178878784,-11.354764938354492,9.790157318115234,461.8395690917969,42.80670928955078,-8.728584289550781,56.652462005615234,-0.0234375,0.15128840506076813,-10.12479019165039,1.377781629562378,455.2350769042969,42.12876510620117,365.7529296875,283.6346435546875,5.125030994415283,44.447628021240234,11.647714614868164,3.0563955307006836,41879.39640477612,85.52734375,98.32162737846375,49152000,0.10674090683460236,0.04934004694223404,0.00029999998514540493,0.13137586414813995,-0.010849556885659695,4588036.745700519,0.09614189714193344,0.0002505453012418002,141.06447458267212,335.6
972.0078125,22.369102478027344,-6.292905807495117,1.9302442073822021,-34.705078125,15.920354843139648,0.0,0.0,-71.45423126220703,37.11296081542969,-0.005796890240162611,0.10828052461147308,-252.18421936035156,76.13949584960938,-3.7498674392700195,1.5752215385437012,-4.561522483825684,4.213681697845459,-4.217889785766602,2.143400192260742,-13.939033508300781,11.782805442810059,445.8271789550781,64.44344329833984,-23.398548126220703,98.14434814453125,-0.0546875,0.2273692488670349,-11.242610931396484,1.9127448797225952,439.15960693359375,62.333316802978516,651.6932983398438,289.612060546875,5.755744934082031,58.428375244140625,15.525829315185547,3.093684434890747,41374.61421611358,129.05384826660156,101.41531181335449,57344000,0.10163956880569458,0.05314913019537926,0.00029999998514540493,0.13934123516082764,-0.012048422358930111,4743902.998318635,0.08992170542478561,0.0003305693680886179,158.67002701759338,356.5
982.203125,24.443265914916992,-6.965668678283691,1.6128511428833008,-34.291709899902344,12.283234596252441,0.0,0.0,-95.09857940673828,42.53997802734375,0.1069374680519104,0.12833838164806366,-276.3313903808594,69.18909454345703,-2.971912384033203,1.609312653541565,-4.14760160446167,2.7594552040100098,-4.587571144104004,1.86162269115448,-12.91752815246582,9.487519264221191,441.45477294921875,51.48899459838867,-12.02537727355957,50.88472366333008,-0.0390625,0.19374370574951172,-11.920820236206055,1.8039188385009766,447.8036193847656,50.05552291870117,788.9439697265625,239.4918212890625,5.016465187072754,71.69203186035156,16.200733184814453,2.936718702316284,43586.060830083006,105.53201293945312,104.35203051567078,65536000,0.09874188154935837,0.0551224909722805,0.00029999998514540493,0.14686714112758636,-0.012036151252686977,4713194.36546766,0.08696553111076355,0.00025980151258409023,176.17307019233704,377.1
982.0703125,25.954692840576172,-7.129908561706543,1.4403934478759766,-30.862762451171875,7.650726318359375,-0.0007318966090679169,0.00824805535376072,-107.12739562988281,43.875877380371094,0.20809370279312134,0.13081972301006317,-278.9151611328125,57.907745361328125,-1.964032530784607,1.3571797609329224,-4.179676055908203,2.3882904052734375,-4.742398262023926,1.8005167245864868,-11.702009201049805,8.124896049499512,434.52020263671875,57.29551696777344,-13.319236755371094,65.5745849609375,-0.0234375,0.15128840506076813,-12.062664031982422,1.794506549835205,450.3795166015625,56.3327522277832,881.3414916992188,137.4107666015625,4.508355617523193,82.16117858886719,13.685663223266602,2.9457173347473145,43452.913315927486,118.3793716430664,107.29774785041809,73728000,0.10066410154104233,0.05580545589327812,0.00029999998514540493,0.14895562827587128,-0.010975622572004795,4796409.752197104,0.08992605656385422,0.00023757736198604107,193.95643067359924,397.9
